Date,SPY.US
2019-12-31,297.5093
2020-01-02,300.2916
2020-01-03,298.0177
2020-01-06,299.1547
2020-01-07,298.3135
2020-01-08,299.9034
2020-01-09,301.9369
2020-01-10,301.0681
2020-01-13,303.1386
2020-01-14,302.6764
2020-01-15,303.3604
2020-01-16,305.8839
2020-01-17,306.836
2020-01-21,306.2351
2020-01-22,306.2721
2020-01-23,306.6234
2020-01-24,303.8965
2020-01-27,299.0253
2020-01-28,302.1588
2020-01-29,301.9092
2020-01-30,302.889
2020-01-31,297.3892
2020-02-03,299.5983
2020-02-04,304.1646
2020-02-05,307.6771
2020-02-06,308.7124
2020-02-07,307.067
2020-02-10,309.3594
2020-02-11,309.8955
2020-02-12,311.8921
2020-02-13,311.5594
2020-02-14,312.0585
2020-02-18,311.2543
2020-02-19,312.7425
2020-02-20,311.4577
2020-02-21,308.2502
2020-02-24,298.027
2020-02-25,288.9961
2020-02-26,287.9331
2020-02-27,275.0016
2020-02-28,273.8461
2020-03-02,285.7055
2020-03-03,277.525
2020-03-04,289.1902
2020-03-05,279.5771
2020-03-06,274.9553
2020-03-09,253.4828
2020-03-10,266.5993
2020-03-11,253.603
2020-03-12,229.339
2020-03-13,248.9443
2020-03-16,221.7039
2020-03-17,233.6741
2020-03-18,221.8425
2020-03-19,222.314
2020-03-20,212.7335
2020-03-23,207.2943
2020-03-24,226.0758
2020-03-25,229.4602
2020-03-26,242.8584
2020-03-27,235.6247
2020-03-30,243.2768
2020-03-31,239.6506
2020-04-01,228.8652
2020-04-02,234.1463
2020-04-03,230.7619
2020-04-06,246.2613
2020-04-07,246.5124
2020-04-08,254.7874
2020-04-09,258.6646
2020-04-13,256.303
2020-04-14,263.8621
2020-04-15,258.2555
2020-04-16,259.5014
2020-04-17,266.5119
2020-04-20,261.8166
2020-04-21,253.8669
2020-04-22,259.5014
2020-04-23,259.4828
2020-04-24,263.0997
2020-04-27,266.8932
2020-04-28,265.6658
2020-04-29,272.6206
2020-04-30,270.0823
2020-05-01,262.9323
2020-05-04,263.6575
2020-05-05,266.0935
2020-05-06,264.2898
2020-05-07,267.4789
2020-05-08,271.9047
2020-05-11,271.9604
2020-05-12,266.5398
2020-05-13,261.8259
2020-05-14,264.9592
2020-05-15,266.1772
2020-05-18,274.2849
2020-05-19,271.4677
2020-05-20,276.0794
2020-05-21,274.1733
2020-05-22,274.694
2020-05-26,278.0784
2020-05-27,282.2159
2020-05-28,281.6952
2020-05-29,282.9504
2020-06-01,284.0941
2020-06-02,286.4464
2020-06-03,290.2585
2020-06-04,289.4961
2020-06-05,296.9157
2020-06-08,300.5047
2020-06-09,298.2639
2020-06-10,296.5996
2020-06-11,279.501
2020-06-12,282.8482
2020-06-15,285.4887
2020-06-16,290.9837
2020-06-17,289.775
2020-06-18,289.8866
2020-06-19,288.2299
2020-06-22,290.079
2020-06-23,291.4144
2020-06-24,283.9808
2020-06-25,287.0252
2020-06-26,280.208
2020-06-29,284.3263
2020-06-30,287.9684
2020-07-01,289.9856
2020-07-02,291.5825
2020-07-06,296.0838
2020-07-07,293.03
2020-07-08,295.2713
2020-07-09,293.5903
2020-07-10,296.5881
2020-07-13,294.0199
2020-07-14,297.8301
2020-07-15,300.5663
2020-07-16,299.5764
2020-07-17,300.4449
2020-07-20,302.873
2020-07-21,303.5174
2020-07-22,305.245
2020-07-23,301.6029
2020-07-24,299.6605
2020-07-27,301.8457
2020-07-28,299.9313
2020-07-29,303.6201
2020-07-30,302.5368
2020-07-31,304.9275
2020-08-03,307.0474
2020-08-04,308.2334
2020-08-05,310.1479
2020-08-06,312.2211
2020-08-07,312.4452
2020-08-10,313.3791
2020-08-11,310.7922
2020-08-12,315.1254
2020-08-13,314.5557
2020-08-14,314.5651
2020-08-17,315.5643
2020-08-18,316.246
2020-08-19,314.9293
2020-08-20,315.9098
2020-08-21,317.0305
2020-08-24,320.243
2020-08-25,321.3636
2020-08-26,324.5855
2020-08-27,325.2952
2020-08-28,327.3965
2020-08-31,326.2104
2020-09-01,329.2829
2020-09-02,334.0456
2020-09-03,322.5497
2020-09-04,319.9161
2020-09-08,311.1751
2020-09-09,317.32
2020-09-10,311.8101
2020-09-11,311.9689
2020-09-14,316.0779
2020-09-15,317.6749
2020-09-16,316.4141
2020-09-17,313.6312
2020-09-18,310.0205
2020-09-21,306.5701
2020-09-22,309.6923
2020-09-23,302.5102
2020-09-24,303.3166
2020-09-25,308.2203
2020-09-28,313.3396
2020-09-29,311.6332
2020-09-30,313.9959
2020-10-01,316.0118
2020-10-02,313.0114
2020-10-05,318.5621
2020-10-06,314.0334
2020-10-07,319.4997
2020-10-08,322.3313
2020-10-09,325.2097
2020-10-12,330.4416
2020-10-13,328.2851
2020-10-14,326.2223
2020-10-15,325.8192
2020-10-16,325.6223
2020-10-19,320.6717
2020-10-20,321.9562
2020-10-21,321.3468
2020-10-22,323.1095
2020-10-23,324.2065
2020-10-26,318.2152
2020-10-27,317.1182
2020-10-28,306.2794
2020-10-29,309.3923
2020-10-30,306.1669
2020-11-02,309.5985
2020-11-03,315.0648
2020-11-04,322.1062
2020-11-05,328.3882
2020-11-06,328.3132
2020-11-09,332.4387
2020-11-10,331.9511
2020-11-11,334.4171
2020-11-12,331.1729
2020-11-13,335.7578
2020-11-16,339.9489
2020-11-17,338.1206
2020-11-18,334.0514
2020-11-19,335.4578
2020-11-20,333.1607
2020-11-23,335.1578
2020-11-24,340.5584
2020-11-25,340.0333
2020-11-27,340.9803
2020-11-30,339.4708
2020-12-01,343.1837
2020-12-02,343.9057
2020-12-03,343.8119
2020-12-04,346.7747
2020-12-07,346.0622
2020-12-08,347.0748
2020-12-09,343.9619
2020-12-10,343.8494
2020-12-11,343.4462
2020-12-14,341.9085
2020-12-15,346.531
2020-12-16,347.0748
2020-12-17,349.0156
2020-12-18,347.6221
2020-12-21,346.3791
2020-12-22,345.7953
2020-12-23,346.1061
2020-12-24,347.4526
2020-12-28,350.4375
2020-12-29,349.7689
2020-12-30,350.268
2020-12-31,352.0476
2021-01-04,347.2548
2021-01-05,349.6465
2021-01-06,351.7369
2021-01-07,356.9628
2021-01-08,358.9966
2021-01-11,356.5767
2021-01-12,356.6521
2021-01-13,357.6125
2021-01-14,356.3602
2021-01-15,353.7613
2021-01-19,356.5391
2021-01-20,361.4731
2021-01-21,361.8026
2021-01-22,360.5221
2021-01-25,361.9439
2021-01-26,361.3789
2021-01-27,352.5466
2021-01-28,355.5786
2021-01-29,348.4601
2021-02-01,354.2604
2021-02-02,359.2697
2021-02-03,359.5522
2021-02-04,363.6388
2021-02-05,365.07
2021-02-08,367.7065
2021-02-09,367.4617
2021-02-10,367.3016
2021-02-11,367.8948
2021-02-12,369.7121
2021-02-16,369.392
2021-02-17,369.4767
2021-02-18,367.9042
2021-02-19,367.2545
2021-02-22,364.4297
2021-02-23,364.8723
2021-02-24,368.8929
2021-02-25,360.0042
2021-02-26,358.1492
2021-03-01,366.8308
2021-03-02,363.9683
2021-03-03,359.1473
2021-03-04,354.7029
2021-03-05,361.2283
2021-03-08,359.4298
2021-03-09,364.5615
2021-03-10,366.8308
2021-03-11,370.5502
2021-03-12,371.0492
2021-03-15,373.262
2021-03-16,372.7912
2021-03-17,374.0623
2021-03-18,368.6199
2021-03-19,367.9378
2021-03-22,370.8758
2021-03-23,367.9567
2021-03-24,366.0862
2021-03-25,368.1456
2021-03-26,374.0783
2021-03-29,373.8893
2021-03-30,372.8974
2021-03-31,374.4089
2021-04-01,378.4522
2021-04-05,383.8842
2021-04-06,383.6574
2021-04-07,384.1014
2021-04-08,385.9247
2021-04-09,388.7304
2021-04-12,388.8721
2021-04-13,390.0246
2021-04-14,388.6926
2021-04-15,392.8682
2021-04-16,394.1813
2021-04-19,392.2447
2021-04-20,389.3728
2021-04-21,393.0571
2021-04-22,389.4673
2021-04-23,393.69
2021-04-26,394.5119
2021-04-27,394.4269
2021-04-28,394.3135
2021-04-29,396.8264
2021-04-30,394.2191
2021-05-03,395.0693
2021-05-04,392.632
2021-05-05,392.7548
2021-05-06,395.8912
2021-05-07,398.7725
2021-05-10,394.8237
2021-05-11,391.3
2021-05-12,382.9867
2021-05-13,387.5873
2021-05-14,393.5389
2021-05-17,392.5375
2021-05-18,389.1555
2021-05-19,388.1353
2021-05-20,392.3108
2021-05-21,391.9896
2021-05-24,395.9856
2021-05-25,395.1071
2021-05-26,395.8912
2021-05-27,396.099
2021-05-28,396.8075
2021-06-01,396.458
2021-06-02,397.0815
2021-06-03,395.6078
2021-06-04,399.2259
2021-06-07,398.8386
2021-06-08,398.9236
2021-06-09,398.3285
2021-06-10,400.1801
2021-06-11,400.8413
2021-06-14,401.7388
2021-06-15,401.0019
2021-06-16,398.763
2021-06-17,398.6308
2021-06-18,393.2531
2021-06-21,398.8829
2021-06-22,401.0154
2021-06-23,400.532
2021-06-24,402.9015
2021-06-25,404.3326
2021-06-28,405.1477
2021-06-29,405.3657
2021-06-30,405.7069
2021-07-01,407.9531
2021-07-02,411.0713
2021-07-06,410.3226
2021-07-07,411.7727
2021-07-08,408.4175
2021-07-09,412.7773
2021-07-12,414.2559
2021-07-13,412.8437
2021-07-14,413.4597
2021-07-15,412.0475
2021-07-16,408.8156
2021-07-19,402.7783
2021-07-20,408.5502
2021-07-21,411.858
2021-07-22,412.7205
2021-07-23,416.9665
2021-07-26,417.9901
2021-07-27,416.0851
2021-07-28,415.9145
2021-07-29,417.6395
2021-07-30,415.6112
2021-08-02,414.7392
2021-08-03,418.1133
2021-08-04,416.0567
2021-08-05,418.6915
2021-08-06,419.3834
2021-08-09,419.0422
2021-08-10,419.5634
2021-08-11,420.606
2021-08-12,421.8666
2021-08-13,422.6343
2021-08-16,423.6294
2021-08-17,420.8524
2021-08-18,416.2462
2021-08-19,416.8907
2021-08-20,420.2079
2021-08-23,423.9043
2021-08-24,424.5772
2021-08-25,425.4681
2021-08-26,422.9565
2021-08-27,426.7381
2021-08-30,428.6147
2021-08-31,427.9797
2021-09-01,428.2072
2021-09-02,429.5246
2021-09-03,429.4204
2021-09-07,427.885
2021-09-08,427.3637
2021-09-09,425.5345
2021-09-10,422.1793
2021-09-13,423.2598
2021-09-14,420.9756
2021-09-15,424.4919
2021-09-16,423.819
2021-09-17,419.6905
2021-09-20,412.6925
2021-09-21,412.3027
2021-09-22,416.3246
2021-09-23,421.383
2021-09-24,422.0771
2021-09-27,420.8695
2021-09-28,412.3883
2021-09-29,413.0824
2021-09-30,408.0335
2021-10-01,412.8827
2021-10-04,407.5581
2021-10-05,411.7988
2021-10-06,413.5102
2021-10-07,417.0853
2021-10-08,416.3246
2021-10-11,413.3106
2021-10-12,412.2932
2021-10-13,413.7765
2021-10-14,420.7364
2021-10-15,423.9407
2021-10-18,425.1958
2021-10-19,428.4761
2021-10-20,430.159
2021-10-21,431.281
2021-10-22,430.8341
2021-10-25,433.1446
2021-10-26,433.5344
2021-10-27,431.6138
2021-10-28,435.7784
2021-10-29,436.6626
2021-11-01,437.4138
2021-11-02,439.1823
2021-11-03,441.8636
2021-11-04,443.9459
2021-11-05,445.4862
2021-11-08,445.8665
2021-11-09,444.3928
2021-11-10,440.8177
2021-11-11,440.9603
2021-11-12,444.2882
2021-11-15,444.4403
2021-11-16,446.1993
2021-11-17,445.1154
2021-11-18,446.6272
2021-11-19,445.8285
2021-11-22,444.5734
2021-11-23,445.1629
2021-11-24,446.3514
2021-11-26,436.3964
2021-11-29,441.7495
2021-11-30,433.1541
2021-12-01,428.343
2021-12-02,434.9036
2021-12-03,431.1194
2021-12-06,436.2252
2021-12-07,445.2485
2021-12-08,446.4275
2021-12-09,443.4134
2021-12-10,447.5875
2021-12-13,443.6226
2021-12-14,440.5705
2021-12-15,447.4544
2021-12-16,443.5085
2021-12-17,438.7883
2021-12-20,434.1225
2021-12-21,441.832
2021-12-22,446.2498
2021-12-23,449.0264
2021-12-27,455.3811
2021-12-28,455.009
2021-12-29,455.591
2021-12-30,454.3315
2021-12-31,453.1865
2022-01-03,455.8104
2022-01-04,455.6578
2022-01-05,446.9082
2022-01-06,446.4883
2022-01-07,444.7231
2022-01-10,444.1697
2022-01-11,448.2154
2022-01-12,449.4271
2022-01-13,443.2347
2022-01-14,443.4159
2022-01-18,435.5632
2022-01-19,431.0405
2022-01-20,426.2697
2022-01-21,417.9018
2022-01-24,419.6765
2022-01-25,414.5527
2022-01-26,413.5127
2022-01-27,411.4708
2022-01-28,421.6898
2022-01-31,429.2849
2022-02-01,432.1855
2022-02-02,436.3838
2022-02-03,426.1266
2022-02-04,428.1303
2022-02-07,426.7564
2022-02-08,430.2677
2022-02-09,436.5651
2022-02-10,428.7219
2022-02-11,420.2681
2022-02-14,418.8941
2022-02-15,425.6495
2022-02-16,426.1266
2022-02-17,417.024
2022-02-18,414.3237
2022-02-22,409.8773
2022-02-23,402.6066
2022-02-24,408.6655
2022-02-25,417.6823
2022-02-28,416.6137
2022-03-01,410.2685
2022-03-02,417.8159
2022-03-03,415.7358
2022-03-04,412.3581
2022-03-07,400.2022
2022-03-08,397.1679
2022-03-09,407.8163
2022-03-10,405.9748
2022-03-11,400.8128
2022-03-14,397.8836
2022-03-15,406.6332
2022-03-16,415.65
2022-03-17,420.8501
2022-03-18,425.4596
2022-03-21,425.3352
2022-03-22,430.3122
2022-03-23,424.7705
2022-03-24,431.1736
2022-03-25,433.2793
2022-03-28,436.3612
2022-03-29,441.7594
2022-03-30,439.0316
2022-03-31,432.2743
2022-04-01,433.4994
2022-04-04,437.2131
2022-04-05,431.6905
2022-04-06,427.3739
2022-04-07,429.5274
2022-04-08,428.3788
2022-04-11,421.0569
2022-04-12,419.4968
2022-04-13,424.3015
2022-04-14,419.0182
2022-04-18,419.1905
2022-04-19,425.9573
2022-04-20,425.6415
2022-04-21,419.2766
2022-04-22,407.772
2022-04-25,410.1361
2022-04-26,398.2582
2022-04-27,399.3781
2022-04-28,409.4661
2022-04-29,394.334
2022-05-02,396.7077
2022-05-03,398.5262
2022-05-04,410.6625
2022-05-05,396.0664
2022-05-06,393.7023
2022-05-09,381.097
2022-05-10,381.9776
2022-05-11,375.9094
2022-05-12,375.517
2022-05-13,384.4948
2022-05-16,382.9347
2022-05-17,390.8118
2022-05-18,375.0576
2022-05-19,372.7605
2022-05-20,372.9232
2022-05-23,379.9006
2022-05-24,377.0006
2022-05-25,380.3313
2022-05-26,387.9309
2022-05-27,397.4542
2022-05-31,395.2242
2022-06-01,392.0274
2022-06-02,399.4929
2022-06-03,392.9366
2022-06-06,394.133
2022-06-07,397.9137
2022-06-08,393.5875
2022-06-09,384.2268
2022-06-10,373.0859
2022-06-13,358.9205
2022-06-14,357.839
2022-06-15,362.9404
2022-06-16,350.9286
2022-06-17,351.6851
2022-06-21,360.5382
2022-06-22,359.8846
2022-06-23,363.4124
2022-06-24,374.9667
2022-06-27,373.5344
2022-06-28,365.9021
2022-06-29,365.6041
2022-06-30,362.6338
2022-07-01,366.4692
2022-07-05,367.1613
2022-07-06,368.4013
2022-07-07,373.9189
2022-07-08,373.6113
2022-07-11,369.3434
2022-07-12,366.0751
2022-07-13,364.1526
2022-07-14,363.2682
2022-07-15,370.2085
2022-07-18,367.1517
2022-07-19,377.0719
2022-07-20,379.475
2022-07-21,383.3392
2022-07-22,379.7826
2022-07-25,380.244
2022-07-26,375.7453
2022-07-27,385.5021
2022-07-28,390.3372
2022-07-29,396.0278
2022-08-01,394.8551
2022-08-02,392.2501
2022-08-03,398.3925
2022-08-04,398.1234
2022-08-05,397.4505
2022-08-08,396.9891
2022-08-09,395.4126
2022-08-10,403.7179
2022-08-11,403.7179
2022-08-12,410.5524
2022-08-15,412.2442
2022-08-16,413.0517
2022-08-17,410.1198
2022-08-18,411.3118
2022-08-19,405.7846
2022-08-22,397.3351
2022-08-23,396.3739
2022-08-24,397.6427
2022-08-25,403.2565
2022-08-26,389.6066
2022-08-29,387.0305
2022-08-30,382.7817
2022-08-31,379.8691
2022-09-01,381.0611
2022-09-02,377.043
2022-09-06,375.6204
2022-09-07,382.3684
2022-09-08,384.8676
2022-09-09,390.8466
2022-09-12,395.0473
2022-09-13,377.8697
2022-09-14,379.3116
2022-09-15,375.0052
2022-09-16,372.1443
2022-09-19,375.0302
2022-09-20,370.7254
2022-09-21,364.2586
2022-09-22,361.1989
2022-09-23,355.147
2022-09-26,351.6337
2022-09-27,350.736
2022-09-28,357.6373
2022-09-29,350.1666
2022-09-30,344.7518
2022-10-03,353.8537
2022-10-04,364.8184
2022-10-05,363.969
2022-10-06,360.2144
2022-10-07,350.1666
2022-10-10,347.493
2022-10-11,345.2923
2022-10-12,344.1534
2022-10-13,353.2359
2022-10-14,345.1861
2022-10-17,354.0564
2022-10-18,358.2164
2022-10-19,355.6779
2022-10-20,352.6954
2022-10-21,361.2664
2022-10-24,365.6871
2022-10-25,371.5266
2022-10-26,368.7275
2022-10-27,366.7584
2022-10-28,375.4839
2022-10-31,372.7717
2022-11-01,371.1405
2022-11-02,361.8262
2022-11-03,358.1006
2022-11-04,363.2547
2022-11-07,366.7295
2022-11-08,368.7082
2022-11-09,361.112
2022-11-10,380.9566
2022-11-11,384.6437
2022-11-14,381.3716
2022-11-15,384.6244
2022-11-16,381.6902
2022-11-17,380.5223
2022-11-18,382.25
2022-11-21,380.8601
2022-11-22,385.9853
2022-11-23,388.4176
2022-11-25,388.3308
2022-11-28,382.1342
2022-11-29,381.4778
2022-11-30,393.4946
2022-12-01,393.205
2022-12-02,392.7514
2022-12-05,385.6861
2022-12-06,380.1265
2022-12-07,379.4798
2022-12-08,382.4527
2022-12-09,379.5957
2022-12-12,385.0684
2022-12-13,387.9833
2022-12-14,385.5027
2022-12-15,376.0727
2022-12-16,371.6327
2022-12-19,368.4814
2022-12-20,368.9856
2022-12-21,374.5028
2022-12-22,369.1601
2022-12-23,371.2836
2022-12-27,369.8195
2022-12-28,365.2234
2022-12-29,371.7975
2022-12-30,370.8182
2023-01-03,369.2571
2023-01-04,372.1078
2023-01-05,367.8608
2023-01-06,376.2967
2023-01-09,376.0833
2023-01-10,378.7207
2023-01-11,383.5108
2023-01-12,384.907
2023-01-13,386.4003
2023-01-17,385.6924
2023-01-18,379.6031
2023-01-19,376.8396
2023-01-20,383.8598
2023-01-23,388.4656
2023-01-24,388.0487
2023-01-25,388.1941
2023-01-26,392.4605
2023-01-27,393.3623
2023-01-30,388.4268
2023-01-31,394.138
2023-02-01,398.3268
2023-02-02,404.1252
2023-02-03,399.8297
2023-02-06,397.3863
2023-02-07,402.5835
2023-02-08,398.1814
2023-02-09,394.7294
2023-02-10,395.6506
2023-02-13,400.2952
2023-02-14,400.1109
2023-02-15,401.4102
2023-02-16,395.8833
2023-02-17,394.8943
2023-02-21,386.9724
2023-02-22,386.4391
2023-02-23,388.4947
2023-02-24,384.3446
2023-02-27,385.6536
2023-02-28,384.2283
2023-03-01,382.7544
2023-03-02,385.7312
2023-03-03,391.9175
2023-03-06,392.189
2023-03-07,386.1773
2023-03-08,386.8075
2023-03-09,379.671
2023-03-10,374.1925
2023-03-13,373.6592
2023-03-14,379.8358
2023-03-15,377.4602
2023-03-16,384.0828
2023-03-17,379.5919
2023-03-20,383.2419
2023-03-21,388.274
2023-03-22,381.6553
2023-03-23,382.6871
2023-03-24,385.1983
2023-03-27,385.9186
2023-03-28,385.0523
2023-03-29,390.649
2023-03-30,392.9363
2023-03-31,398.4746
2023-04-03,399.993
2023-04-04,397.7738
2023-04-05,396.7323
2023-04-06,398.2799
2023-04-10,398.6887
2023-04-11,398.7958
2023-04-12,397.1703
2023-04-13,402.4458
2023-04-14,401.4627
2023-04-17,402.9033
2023-04-18,403.1661
2023-04-19,403.098
2023-04-20,400.8982
2023-04-21,401.2097
2023-04-24,401.6282
2023-04-25,395.2529
2023-04-26,393.5787
2023-04-27,401.4141
2023-04-28,404.8402
2023-05-01,404.4314
2023-05-02,399.8859
2023-05-03,397.1411
2023-05-04,394.3282
2023-05-05,401.6282
2023-05-08,401.7353
2023-05-09,399.9735
2023-05-10,401.8424
2023-05-11,401.1415
2023-05-12,400.6159
2023-05-15,401.9981
2023-05-16,399.3117
2023-05-17,404.1589
2023-05-18,408.0522
2023-05-19,407.4585
2023-05-22,407.624
2023-05-23,403.0493
2023-05-24,400.1293
2023-05-25,403.5944
2023-05-26,408.8212
2023-05-30,408.9769
2023-05-31,406.709
2023-06-01,410.5732
2023-06-02,416.5105
2023-06-05,415.7124
2023-06-06,416.6176
2023-06-07,415.1771
2023-06-08,417.6883
2023-06-09,418.4378
2023-06-12,422.2338
2023-06-13,425.0175
2023-06-14,425.5237
2023-06-15,430.7991
2023-06-16,429.3318
2023-06-20,427.1043
2023-06-21,424.9159
2023-06-22,426.4497
2023-06-23,423.2258
2023-06-26,421.4966
2023-06-27,426.1176
2023-06-28,426.3325
2023-06-29,428.0129
2023-06-30,433.0637
2023-07-03,433.562
2023-07-05,432.9172
2023-07-06,429.5271
2023-07-07,428.4427
2023-07-10,429.5271
2023-07-11,432.2626
2023-07-12,435.7406
2023-07-13,439.199
2023-07-14,438.9254
2023-07-17,440.4495
2023-07-18,443.7223
2023-07-19,444.709
2023-07-20,441.7586
2023-07-21,441.7586
2023-07-24,443.732
2023-07-25,444.9435
2023-07-26,445.0119
2023-07-27,442.0615
2023-07-28,446.3894
2023-07-31,447.2393
2023-08-01,445.9595
2023-08-02,439.7558
2023-08-03,438.4956
2023-08-04,436.5124
2023-08-07,440.3225
2023-08-08,438.4076
2023-08-09,435.4768
2023-08-10,435.6331
2023-08-11,435.3791
2023-08-14,437.7824
2023-08-15,432.6827
2023-08-16,429.5076
2023-08-17,426.2348
2023-08-18,426.44
2023-08-21,429.2145
2023-08-22,428.0519
2023-08-23,432.8195
2023-08-24,426.821
2023-08-25,429.83
2023-08-28,432.5557
2023-08-29,438.8082
2023-08-30,440.6156
2023-08-31,439.9708
2023-09-01,440.7914
2023-09-05,438.8864
2023-09-06,435.936
2023-09-07,434.5975
2023-09-08,435.2521
2023-09-11,438.1146
2023-09-12,435.7113
2023-09-13,436.2193
2023-09-14,439.9805
2023-09-15,434.6795
2023-09-18,434.9344
2023-09-19,434.0325
2023-09-20,430.0422
2023-09-21,422.9343
2023-09-22,421.9834
2023-09-25,423.7579
2023-09-26,417.5323
2023-09-27,417.699
2023-09-28,420.1206
2023-09-29,419.101
2023-10-02,418.9343
2023-10-03,413.3264
2023-10-04,416.3363
2023-10-05,416.1794
2023-10-06,421.1206
2023-10-09,423.8167
2023-10-10,426.0226
2023-10-11,427.7677
2023-10-12,425.1599
2023-10-13,423.0422
2023-10-16,427.4932
2023-10-17,427.4736
2023-10-18,421.7775
2023-10-19,418.0716
2023-10-20,412.9343
2023-10-23,412.2186
2023-10-24,415.3264
2023-10-25,409.3656
2023-10-26,404.4636
2023-10-27,402.6303
2023-10-30,407.444
2023-10-31,410.0029
2023-11-01,414.3755
2023-11-02,422.3167
2023-11-03,426.1697
2023-11-06,427.1501
2023-11-07,428.3658
2023-11-08,428.6795
2023-11-09,425.3363
2023-11-10,431.9736
2023-11-13,431.5619
2023-11-14,439.9345
2023-11-15,440.8658
2023-11-16,441.4051
2023-11-17,441.9541
2023-11-20,445.3561
2023-11-21,444.3855
2023-11-22,446.1012
2023-11-24,446.3757
2023-11-27,445.5718
2023-11-28,446.0129
2023-11-29,445.6992
2023-11-30,447.4541
2023-12-01,450.1012
2023-12-04,447.7384
2023-12-05,447.6502
2023-12-06,445.8463
2023-12-07,449.2483
2023-12-08,451.1796
2023-12-11,452.9346
2023-12-12,455.0032
2023-12-13,461.2778
2023-12-14,462.7582
2023-12-15,461.9962
2023-12-18,464.595
2023-12-19,467.4201
2023-12-20,460.943
2023-12-21,465.3136
2023-12-22,466.2487
2023-12-26,468.2175
2023-12-27,469.0641
2023-12-28,469.2412
2023-12-29,467.8828
2024-01-02,465.2644
2024-01-03,461.4647
2024-01-04,459.9783
2024-01-05,460.6083
2024-01-08,467.1839
2024-01-09,466.4752
2024-01-10,469.1133
2024-01-11,468.9066
2024-01-12,469.2314
2024-01-16,467.5087
2024-01-17,464.91
2024-01-18,469.0444
2024-01-19,474.8915
2024-01-22,475.8956
2024-01-23,477.2836
2024-01-24,477.8053
2024-01-25,480.404
2024-01-26,479.7937
2024-01-29,483.5934
2024-01-30,483.2194
2024-01-31,475.3345
2024-02-01,481.5558
2024-02-02,486.6253
2024-02-05,484.8534
2024-02-06,486.2611
2024-02-07,490.3167
2024-02-08,490.5333
2024-02-09,493.3682
2024-02-12,493.1517
2024-02-13,486.3595
2024-02-14,490.7793
2024-02-15,494.1656
2024-02-16,491.7047
2024-02-20,488.9976
2024-02-21,489.4406
2024-02-22,499.5698
2024-02-23,499.9143
2024-02-26,498.0834
2024-02-27,499.0087
2024-02-28,498.3492
2024-02-29,500.1407
2024-03-01,504.8362
2024-03-04,504.2948
2024-03-05,499.2548
2024-03-06,501.7846
2024-03-07,506.7656
2024-03-08,503.7239
2024-03-11,503.2907
2024-03-12,508.7048
2024-03-13,507.9075
2024-03-14,506.9034
2024-03-15,503.4227
2024-03-18,506.4146
2024-03-19,509.2288
2024-03-20,513.9388
2024-03-21,515.6372
2024-03-22,514.6597
2024-03-25,513.2378
2024-03-26,512.2898
2024-03-27,516.595
2024-03-28,516.4963
2024-04-01,515.5977
2024-04-02,512.3195
2024-04-03,512.8823
2024-04-04,506.622
2024-04-05,511.9146
2024-04-08,512.201
2024-04-09,512.7934
2024-04-10,507.6588
2024-04-11,511.49
2024-04-12,504.4299
2024-04-15,498.1103
2024-04-16,497.2019
2024-04-17,494.2593
2024-04-18,493.2423
2024-04-19,488.9371
2024-04-22,493.4397
2024-04-23,499.2952
2024-04-24,499.0582
2024-04-25,497.1624
2024-04-26,501.8724
2024-04-29,503.6498
2024-04-30,495.6713
2024-05-01,494.0618
2024-05-02,498.683
2024-05-03,504.8643
2024-05-06,510.078
2024-05-07,510.6408
2024-05-08,510.6902
2024-05-09,513.6327
2024-05-10,514.2943
2024-05-13,514.3634
2024-05-14,516.7234
2024-05-15,523.122
2024-05-16,522.0457
2024-05-17,522.7961
2024-05-20,523.3984
2024-05-21,524.6821
2024-05-22,523.1713
2024-05-23,519.35
2024-05-24,522.7862
2024-05-28,523.1516
2024-05-29,519.4882
2024-05-30,516.0421
2024-05-31,520.7423
2024-06-03,521.1669
2024-06-04,521.7494
2024-06-05,527.9505
2024-06-06,527.9406
2024-06-07,527.2988
2024-06-10,528.9281
2024-06-11,530.2019
2024-06-12,534.5564
2024-06-13,535.6327
2024-06-14,535.9586
2024-06-17,540.2243
2024-06-18,541.5968
2024-06-20,540.1256
2024-06-21,539.4014
2024-06-24,537.648
2024-06-25,539.7184
2024-06-26,540.392
2024-06-27,541.244
2024-06-28,539.1141
2024-07-01,540.2236
2024-07-02,543.8592
2024-07-03,546.2862
2024-07-05,549.4364
2024-07-08,550.0704
2024-07-09,550.6053
2024-07-10,556.0537
2024-07-11,551.2591
2024-07-12,554.7362
2024-07-15,556.2617
2024-07-16,559.5605
2024-07-17,551.7148
2024-07-18,547.475
2024-07-19,543.8394
2024-07-22,549.4463
2024-07-23,548.5844
2024-07-24,536.1522
2024-07-25,533.3586
2024-07-26,539.3321
2024-07-29,539.6491
2024-07-30,536.915
2024-07-31,545.6423
2024-08-01,537.9155
2024-08-02,527.9003
2024-08-05,512.5259
2024-08-06,517.2512
2024-08-07,513.7939
2024-08-08,525.6714
2024-08-09,527.9895
2024-08-12,528.2669
2024-08-13,536.9546
2024-08-14,538.6485
2024-08-15,547.8811
2024-08-16,549.1095
2024-08-19,554.3597
2024-08-20,553.4583
2024-08-21,555.3603
2024-08-22,551.0016
2024-08-23,556.8561
2024-08-26,555.5287
2024-08-27,556.2915
2024-08-28,553.062
2024-08-29,553.1116
